activity_id,end_time_gmt,duration,elapsed_duration,distance,average_hr,max_hr,average_speed,max_speed,avg_power,average_running_cadence_spm,avg_stride_length,aerobic_training_effect,anaerobic_training_effect,trimp
14285522029,2024-03-06 18:14:44,3212.3,4580.49,8109.51,153.0,177.0,2.53,5.5,107.0,139.56,109.34,3.6,2.8,177.0
14268452156,2024-03-05 18:57:14,1205.45,1205.45,3460.39,107.0,120.0,2.87,3.27,139.0,166.11,104.18,1.7,0.0,26.0
14227926033,2024-03-03 10:24:21,4127.84,4687.54,13308.78,161.0,185.0,3.22,3.72,174.0,173.8,109.99,4.7,0.8,138.0
14213378698,2024-03-02 11:15:17,2688.11,2890.76,8234.86,165.0,189.0,3.06,4.42,154.0,164.73,109.4,4.5,2.1,87.0
14121854406,2024-02-25 10:25:11,4193.04,4397.93,13042.72,159.0,182.0,3.11,3.91,139.0,173.98,107.31,4.5,0.3,120.0
14069904953,2024-02-21 18:21:26,3524.33,4460.31,7409.95,135.0,193.0,2.1,5.72,71.0,112.55,108.23,3.0,3.5,165.0
14016888377,2024-02-18 11:01:24,4357.17,5628.96,14256.74,168.0,189.0,3.27,4.11,180.0,177.58,109.42,5.0,2.2,202.0
14003251649,2024-02-17 12:38:38,3003.3,3271.85,9325.05,165.0,182.0,3.11,4.52,238.0,168.7,109.12,4.2,0.5,100.0
13963562467,2024-02-14 18:42:29,3443.09,4147.45,7697.3,152.0,192.0,2.24,5.86,74.0,118.52,110.79,3.5,3.9,170.0
13932107616,2024-02-12 18:11:04,4030.88,4387.69,12490.37,159.0,191.0,3.1,4.4,145.0,171.0,108.35,4.6,1.6,120.0
13888878083,2024-02-09 19:19:36,2456.95,2866.29,7628.68,167.0,194.0,3.11,3.99,127.0,171.23,107.87,4.3,0.9,78.0
13860009273,2024-02-07 18:32:03,3111.26,4326.77,10607.75,174.0,196.0,3.41,4.84,92.0,179.08,112.69,5.0,3.0,178.0
13806606339,2024-02-04 09:53:52,3630.33,3643.12,11524.34,170.0,188.0,3.17,3.64,1452.0,174.33,109.22,5.0,0.1,101.0
13754724806,2024-01-31 18:38:41,2832.45,4256.45,8578.49,143.0,167.0,3.03,5.47,114.0,165.58,107.12,3.3,2.4,166.0
13700829833,2024-01-28 10:51:36,3796.71,4999.67,12632.68,177.0,200.0,3.33,4.22,113.0,178.41,110.73,5.0,3.2,25.0
13700825888,2024-01-28 09:27:50,4.87,4.87,5.2,159.0,159.0,1.07,1.42,0.0,0.0,,0.0,0.0,25.0
13700824926,2024-01-28 09:27:30,902.8,918.48,2736.19,144.0,162.0,3.03,3.62,125.0,171.58,106.87,2.6,0.0,25.0
13600074798,2024-01-21 10:55:50,4199.18,4806.32,12740.24,143.0,168.0,3.03,4.41,164.0,171.45,105.69,3.7,1.0,129.0
13575738733,2024-01-19 18:20:00,2605.58,4241.77,7953.92,163.0,184.0,3.05,3.9,74.0,170.31,107.15,3.7,2.2,124.0
13549928884,2024-01-17 18:15:16,2595.07,3527.61,8246.05,171.0,200.0,3.18,3.98,105.0,174.36,108.59,4.6,2.0,128.0
13499424134,2024-01-14 11:32:12,4385.62,6115.39,14168.56,166.0,201.0,3.23,4.05,162.0,176.5,108.7,4.7,3.0,211.0
13486071402,2024-01-13 13:22:14,3048.24,3500.76,8675.98,147.0,188.0,2.85,4.83,124.0,151.7,114.72,3.7,3.2,152.0
13447876505,2024-01-10 19:11:31,2345.98,2682.66,7554.95,165.0,187.0,3.22,3.97,189.0,172.5,111.36,4.2,2.0,81.0
13397581546,2024-01-07 10:27:13,4170.99,4283.46,13030.32,166.0,183.0,3.12,4.13,380.0,172.59,108.98,5.0,1.5,124.0
13345595067,2024-01-03 18:13:26,3239.38,4501.65,10581.86,151.0,166.0,3.27,3.89,39.0,175.8,110.89,3.7,1.6,163.0
